,patient_id,EGFR_PROTEIN,EGFR_RNA,EGFR_activity_mean,cohort_x,batch_domain_x,phospho_Y1016,phospho_Y1069,phospho_Y1092,phospho_Y1110,phospho_Y1172,EGFR_expression_score,mutation_x,egfr_hotspot_label_x,is_egfr_hotspot_x,ligand,protein,binding_type,median_binding_nM,median_p_binding,n_measurements,standard_units,pref_name,canonical_smiles,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,HeavyAtomCount,mutation_binding_context,protein_ligand_pair,mutation_y,EGFR_type,cohort_y,batch_domain_y,gene,egfr_hotspot_label_y,is_egfr_hotspot_y,mutation_class,is_nonsynonymous,has_exon19del,has_L858R,has_L861Q,has_G719X,has_exon20_alteration,has_other_mutation,mutation_count,is_compound_mutation,binding_type_IC50,binding_type_KD,drug_erlotinib hydrochloride,drug_imatinib
96,C3L-02508,24.9253582626231,11.06,1,CPTAC,CPTAC,13.02924094564425,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,13.02924094564425,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
97,C3L-02508,24.9253582626231,11.06,1,CPTAC,CPTAC,13.02924094564425,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,13.02924094564425,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
98,C3L-02508,24.9253582626231,11.06,1,CPTAC,CPTAC,13.02924094564425,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,13.02924094564425,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
99,C3L-02549,25.5473840840909,12.17,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.6470758759427,10.583122355255949,18.86502063329012,17.6470758759427,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
100,C3L-02549,25.5473840840909,12.17,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.6470758759427,10.583122355255949,18.86502063329012,17.6470758759427,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
101,C3L-02549,25.5473840840909,12.17,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.6470758759427,10.583122355255949,18.86502063329012,17.6470758759427,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
102,C3N-00167,25.8302570918315,14.29,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.9414062257186,18.9414062257186,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
103,C3N-00167,25.8302570918315,14.29,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.9414062257186,18.9414062257186,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
104,C3N-00167,25.8302570918315,14.29,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.9414062257186,18.9414062257186,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
105,C3N-00169,26.209111897473,13.59,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
106,C3N-00169,26.209111897473,13.59,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
107,C3N-00169,26.209111897473,13.59,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
108,C3N-00175,25.8620795992577,13.63,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.55734646737845,10.583122355255949,18.86502063329012,17.55734646737845,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
109,C3N-00175,25.8620795992577,13.63,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.55734646737845,10.583122355255949,18.86502063329012,17.55734646737845,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
110,C3N-00175,25.8620795992577,13.63,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.55734646737845,10.583122355255949,18.86502063329012,17.55734646737845,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
111,C3N-00180,25.6285355522037,12.45,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
112,C3N-00180,25.6285355522037,12.45,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
113,C3N-00180,25.6285355522037,12.45,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
114,C3N-00199,26.5569262633047,14.87,1,CPTAC,CPTAC,13.072192414390653,12.7013173580964,17.7926138668204,10.583122355255949,19.7902750794112,16.761402101442666,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
115,C3N-00199,26.5569262633047,14.87,1,CPTAC,CPTAC,13.072192414390653,12.7013173580964,17.7926138668204,10.583122355255949,19.7902750794112,16.761402101442666,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
116,C3N-00199,26.5569262633047,14.87,1,CPTAC,CPTAC,13.072192414390653,12.7013173580964,17.7926138668204,10.583122355255949,19.7902750794112,16.761402101442666,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
117,C3N-00203,25.7426584106461,12.68,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.2669136413368,10.583122355255949,18.86502063329012,18.2669136413368,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
118,C3N-00203,25.7426584106461,12.68,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.2669136413368,10.583122355255949,18.86502063329012,18.2669136413368,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
119,C3N-00203,25.7426584106461,12.68,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.2669136413368,10.583122355255949,18.86502063329012,18.2669136413368,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
120,C3N-00217,24.9492776634389,10.69,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,19.453806346749047,19.453806346749047,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
121,C3N-00217,24.9492776634389,10.69,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,19.453806346749047,19.453806346749047,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
122,C3N-00217,24.9492776634389,10.69,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,19.453806346749047,19.453806346749047,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
123,C3N-00223,25.7043818597271,13.17,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
124,C3N-00223,25.7043818597271,13.17,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
125,C3N-00223,25.7043818597271,13.17,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
126,C3N-00293,25.5681915327736,12.86,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
127,C3N-00293,25.5681915327736,12.86,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
128,C3N-00293,25.5681915327736,12.86,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
129,C3N-00294,26.3535539994835,14.21,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.6429779761161,9.4812042681664,20.1290208219156,16.084401022066032,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
130,C3N-00294,26.3535539994835,14.21,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.6429779761161,9.4812042681664,20.1290208219156,16.084401022066032,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
131,C3N-00294,26.3535539994835,14.21,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.6429779761161,9.4812042681664,20.1290208219156,16.084401022066032,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
132,C3N-00433,24.7488290292835,11.77,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
133,C3N-00433,24.7488290292835,11.77,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
134,C3N-00433,24.7488290292835,11.77,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.86502063329012,17.99546391996231,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
135,C3N-00546,26.5493584527283,15.11,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.21680060337085,10.583122355255949,19.2092088906635,18.713004747017173,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
136,C3N-00546,26.5493584527283,15.11,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.21680060337085,10.583122355255949,19.2092088906635,18.713004747017173,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
137,C3N-00546,26.5493584527283,15.11,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,18.21680060337085,10.583122355255949,19.2092088906635,18.713004747017173,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
138,C3N-00547,25.5763653447642,12.63,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,17.809195319469453,17.809195319469453,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
139,C3N-00547,25.5763653447642,12.63,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,17.809195319469453,17.809195319469453,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
140,C3N-00547,25.5763653447642,12.63,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,17.809195319469453,17.809195319469453,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
141,C3N-00549,24.877413478776,8.77,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.0322744834888,10.583122355255949,18.86502063329012,17.0322744834888,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
142,C3N-00549,24.877413478776,8.77,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.0322744834888,10.583122355255949,18.86502063329012,17.0322744834888,unknown,other,0.0,CHEMBL941,CHEMBL203,IC50,50000.055,6.979303657420888,2,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_IC50,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,1,0,0,1
143,C3N-00549,24.877413478776,8.77,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.0322744834888,10.583122355255949,18.86502063329012,17.0322744834888,unknown,other,0.0,CHEMBL941,CHEMBL203,KD,10000.0,5.0,23,nM,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,other_KD,CHEMBL203_CHEMBL941,,,,,,,,,,,,,,,,,,0,1,0,1
144,C3N-00550,25.5427290588497,13.03,1,CPTAC,CPTAC,13.072192414390653,12.6046447755037,17.767914942942703,10.583122355255949,18.3067029059481,18.3067029059481,unknown,other,0.0,CHEMBL1079742,CHEMBL203,IC50,42.5,7.489405350465031,4,nM,erlotinib hydrochloride,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,other_IC50,CHEMBL203_CHEMBL1079742,,,,,,,,,,,,,,,,,,1,0,1,0
