patient_id,EGFR_PROTEIN,EGFR_RNA,EGFR_activity_mean,cohort,batch_domain,phospho_Y1016,phospho_Y1069,phospho_Y1092,phospho_Y1110,phospho_Y1172,EGFR_expression_score,ligand,protein,binding_type,standard_value,standard_units,p_binding
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-02422,25.833288538483,12.65,1,CPTAC,CPTAC,,,17.9769343169811,,18.1896715319823,18.0833029244817,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-02423,25.9719108078131,13.68,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-02424,25.4180302519632,13.17,1,CPTAC,CPTAC,,,,,18.8614032995857,18.8614032995857,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-02433,25.236228469771,13.45,1,CPTAC,CPTAC,,,17.7156641031058,,,17.7156641031058,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-02529,26.5451569583962,15.02,1,CPTAC,CPTAC,,,18.740353176561648,,19.63332991049575,19.1868415435287,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3N-02572,26.9646294347872,14.01,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
